Date,Company,Ticker Symbol,Open,High,Low,Close,Volume,Profit,Profit per volume,Signal
2002-08-01,Sony Interactive Entertainment,SONY,1.6141602762870195,1.6754803603782198,1.5153268849203811,1.56943267951435,33451500,0.16015347545783865,4.787632107912609e-09,-1
2002-09-01,Sony Interactive Entertainment,SONY,1.525787294989011,1.6296707234150842,1.450038976197429,1.4825025905271607,34637500,0.17963174721765518,5.186048277665974e-09,-1
2002-10-01,Sony Interactive Entertainment,SONY,1.5005377980996468,1.6534773279936295,1.435250061253206,1.5596936295726973,43175500,0.21822726674042348,5.054423613864888e-09,1
2002-11-01,Sony Interactive Entertainment,SONY,1.5654650267591097,1.6513130755558327,1.4615815985133893,1.599732041586638,39140000,0.18973147704244342,4.847508355708825e-09,1
2002-12-01,Sony Interactive Entertainment,SONY,1.6195708213530788,1.6249815384760022,1.4745669409029518,1.4900773880310167,33656500,0.15041459757305042,4.4691099066465745e-09,-1
2003-01-01,Sony Interactive Entertainment,SONY,1.4940452128431212,1.5654650267591097,1.4186575739346747,1.4410212863827538,30685000,0.14680745282443497,4.7843393457531355e-09,-1
2003-02-01,Sony Interactive Entertainment,SONY,1.4410212863827538,1.4482354038231213,1.3584196162427256,1.369601472466765,24017500,0.08981578758039577,3.739597692532352e-09,-1
2003-03-01,Sony Interactive Entertainment,SONY,1.3757334636882343,1.381865540757782,1.2570611203179376,1.267160936351511,37957000,0.12480442043984441,3.2880475390532552e-09,-1
2003-04-01,Sony Interactive Entertainment,SONY,1.262471751412429,1.2920496671489545,0.8353955876293925,0.8923871668449999,223438000,0.45665407951956205,2.043761936284616e-09,-1
2003-05-01,Sony Interactive Entertainment,SONY,0.878680378119675,0.9897778379576833,0.8660556297651693,0.9861707792374999,273633500,0.123722208192514,4.521456919292192e-10,1
2003-06-01,Sony Interactive Entertainment,SONY,1.0099773839963981,1.0817579640043076,0.9955491491156635,1.0099773839963981,192405500,0.08620881488864407,4.480579551449624e-10,0
2003-07-01,Sony Interactive Entertainment,SONY,1.0244056186967794,1.2401079531162709,1.021880686195494,1.1254033485296466,199654500,0.21822726692077676,1.0930245344872105e-09,1
2003-08-01,Sony Interactive Entertainment,SONY,1.1246819884026693,1.204758726041412,1.060115525835127,1.1885270049951553,95815500,0.14464320020628518,1.509601267083981e-09,1
2003-09-01,Sony Interactive Entertainment,SONY,1.2155799022019629,1.381504774665861,1.2069229784792086,1.255257633972062,133702500,0.17458179618665248,1.3057481811234082e-09,1
2003-10-01,Sony Interactive Entertainment,SONY,1.2567004402544488,1.3721264049680504,1.2253190381720478,1.2696858688527963,134401500,0.1468073667960026,1.0923045263334307e-09,1
2003-11-01,Sony Interactive Entertainment,SONY,1.2877211622733613,1.3364164978297033,1.2137764158560873,1.2390258268973724,77167000,0.12264008197361598,1.5892814541658478e-09,-1
2003-12-01,Sony Interactive Entertainment,SONY,1.226401164390946,1.2585040126287568,1.1694095851753388,1.2505684490329798,87112500,0.089094427453418,1.0227513554704318e-09,1
2004-01-01,Sony Interactive Entertainment,SONY,1.2585040126287568,1.5149660329803813,1.2556183140355506,1.4662707832721185,101987500,0.2593477189448308,2.54293632989171e-09,1
2004-02-01,Sony Interactive Entertainment,SONY,1.4529245887622033,1.54418335468185,1.425510925283121,1.4767311933407483,57577500,0.11867242939872891,2.0610903460332406e-09,1
2004-03-01,Sony Interactive Entertainment,SONY,1.505948515042217,1.5203767499229515,1.3811440946023725,1.5081127674800137,65308500,0.13923265532057894,2.1319224192957875e-09,1
2004-04-01,Sony Interactive Entertainment,SONY,1.4879131355932202,1.5752040767007622,1.3753727836247456,1.3851118333860448,61321000,0.19983129307601666,3.2587742058351405e-09,-1
2004-05-01,Sony Interactive Entertainment,SONY,1.3887188921062286,1.4190182541785166,1.224597592016638,1.3299238265447457,57659000,0.19442066216187848,3.371904857210123e-09,-1
2004-06-01,Sony Interactive Entertainment,SONY,1.3223489431928106,1.3811440946023725,1.2754571800107766,1.3724871710599713,36042500,0.10568691459159596,2.932285901133272e-09,1
2004-07-01,Sony Interactive Entertainment,SONY,1.3721264049680504,1.3887188921062286,1.2274832906098443,1.2498470028775703,51175500,0.16123560149638427,3.1506404724210663e-09,-1
2004-08-01,Sony Interactive Entertainment,SONY,1.262471751412429,1.271850121290593,1.1668845666456213,1.2505684490329798,59237500,0.1049655546449717,1.7719443704574249e-09,-1
2004-09-01,Sony Interactive Entertainment,SONY,1.2480435165316948,1.3162169519713414,1.204758726041412,1.2404686331797596,43426000,0.11145822592992927,2.5666242787714565e-09,-1
2004-10-01,Sony Interactive Entertainment,SONY,1.2408293990913275,1.2768999862931636,1.2181049207316805,1.2570611203179376,44394000,0.05879506556148306,1.3243921602352358e-09,1
2004-11-01,Sony Interactive Entertainment,SONY,1.249125642750593,1.3273988942238133,1.244436457811511,1.3115277670322598,47199000,0.08296243641230228,1.7577159772940586e-09,1
2004-12-01,Sony Interactive Entertainment,SONY,1.293131793367853,1.413968389175946,1.2895247346476693,1.4053113794247596,82354000,0.12444365452827677,1.5110820910736183e-09,1
2005-01-01,Sony Interactive Entertainment,SONY,1.4053113794247596,1.4258716913750422,1.3079207083120763,1.3353343716108046,90888500,0.11795098306296592,1.2977547551446654e-09,-1
2005-02-01,Sony Interactive Entertainment,SONY,1.331005952763644,1.381865540757782,1.3151348257524433,1.3631088011818073,48548500,0.06673071500533867,1.3745165145233874e-09,1
2005-03-01,Sony Interactive Entertainment,SONY,1.3721264049680504,1.5081127674800137,1.365273053619604,1.4435462188840393,196486500,0.1428397138604096,7.269696078886316e-10,1
2005-04-01,Sony Interactive Entertainment,SONY,1.4410212863827538,1.4713206482746892,1.2902460947746466,1.3241525155671185,100902500,0.18107455350004265,1.7945497237436401e-09,-1
2005-05-01,Sony Interactive Entertainment,SONY,1.3436306152700705,1.3869154057603528,1.3093636006228953,1.3443520614254802,64166500,0.07755180513745752,1.2086026998115453e-09,1
2005-06-01,Sony Interactive Entertainment,SONY,1.340384322641808,1.3573374900238275,1.2401079531162709,1.2422722053737143,87476500,0.11722953690755666,1.3401260556555951e-09,-1
2005-07-01,Sony Interactive Entertainment,SONY,1.2494863228140818,1.2924103472124433,1.1679666928645198,1.1726558778036016,77465000,0.12444365434792348,1.6064500658093782e-09,-1
2005-08-01,Sony Interactive Entertainment,SONY,1.1777058288346043,1.247682836468206,1.174820130241398,1.212694289637189,64027500,0.0728627062268079,1.1379908043701207e-09,1
2005-09-01,Sony Interactive Entertainment,SONY,1.2090872309170053,1.3252346417860166,1.1903304913410309,1.1971839285375563,78716500,0.13490415044498572,1.713797621146592e-09,-1
2005-10-01,Sony Interactive Entertainment,SONY,1.1932161897538838,1.249125642750593,1.1470457868791806,1.1831163739006638,58607000,0.10207985587141244,1.7417690015085644e-09,-1
2005-11-01,Sony Interactive Entertainment,SONY,1.1870841126843361,1.3512054988023583,1.1704916253658049,1.334973691547316,60590500,0.18071387343655343,2.9825446800497343e-09,1
2005-12-01,Sony Interactive Entertainment,SONY,1.3411056827687848,1.4897167079675275,1.3057564558742796,1.4716813283381776,74361500,0.18396025209324796,2.4738641917288913e-09,1
2006-01-01,Sony Interactive Entertainment,SONY,1.4879131355932202,1.8453730574738696,1.4752884730867937,1.7638533416762285,168617500,0.3700845843870759,2.1948171713320144e-09,1
2006-02-01,Sony Interactive Entertainment,SONY,1.7151580921483187,1.8017275010720195,1.6437382780519774,1.6909908073259317,87482500,0.15798922302004215,1.8059523106911914e-09,-1
2006-03-01,Sony Interactive Entertainment,SONY,1.6953191403250139,1.73175057946685,1.6011749337171044,1.6617734856244633,88713000,0.13057564574974556,1.4718885140818772e-09,-1
2006-04-01,Sony Interactive Entertainment,SONY,1.6935157398272171,1.8861328290737285,1.6484274629910591,1.7652962339870477,55812000,0.23770536608266934,4.259036875271793e-09,1
2006-05-01,Sony Interactive Entertainment,SONY,1.75303225154411,1.8352731554118642,1.6141602762870195,1.6293100433515957,62377500,0.22111287912484467,3.5447537834130044e-09,-1
2006-06-01,Sony Interactive Entertainment,SONY,1.5838609143950844,1.6917121674529092,1.4669921435794488,1.5885500993341661,91073000,0.22472002387346035,2.467471411652854e-09,1
2006-07-01,Sony Interactive Entertainment,SONY,1.5795325815763557,1.6736767880039123,1.4175754478961295,1.6588878730596888,74043500,0.25610134010778274,3.4587957093841154e-09,1
2006-08-01,Sony Interactive Entertainment,SONY,1.6303920835420618,1.665380630373079,1.5243444026781918,1.5658257068225985,76201000,0.1410362276948871,1.850844840551792e-09,-1
2006-09-01,Sony Interactive Entertainment,SONY,1.5690719994508613,1.5903536717084745,1.4525639086987143,1.455810201326977,66351500,0.1377897630097602,2.076663873608889e-09,-1
2006-10-01,Sony Interactive Entertainment,SONY,1.43813567381798,1.5283122274902963,1.3432699352065816,1.4781740856515677,190528000,0.18504229228371472,9.712078659499639e-10,1
2006-11-01,Sony Interactive Entertainment,SONY,1.4933236806592796,1.4933236806592796,1.3887188921062286,1.421543186499449,132560000,0.104604788553051,7.891127682034626e-10,-1
2006-12-01,Sony Interactive Entertainment,SONY,1.4330858088154093,1.5791717294560024,1.416493321677231,1.5449047148088273,98152000,0.1626784077787713,1.6574130713461905e-09,1
2007-01-01,Sony Interactive Entertainment,SONY,1.5474296473101123,1.73175057946685,1.5412975700602114,1.671151855502627,168689500,0.19045300940663856,1.1290151989699333e-09,1
2007-02-01,Sony Interactive Entertainment,SONY,1.7003691772040956,1.9240069888302258,1.7000083250837428,1.8659331980887002,128733500,0.22399866374648303,1.7400184392289732e-09,1
2007-03-01,Sony Interactive Entertainment,SONY,1.8612440118871465,1.9203998437209033,1.7414896292281492,1.8212056004142654,128043000,0.17891021449275413,1.397266656457238e-09,-1
2007-04-01,Sony Interactive Entertainment,SONY,1.8132701232076267,2.0033622803135587,1.795234915815494,1.921121376986864,86391000,0.20812736449806457,2.4091324848429185e-09,1
2007-05-01,Sony Interactive Entertainment,SONY,1.9095787546709035,2.1584660626453385,1.894068308083898,2.0812748515429376,82590500,0.26439775456144043,3.201309527868707e-09,1
2007-06-01,Sony Interactive Entertainment,SONY,2.0632394722742933,2.067928656672316,1.819402200998587,1.8529478555187853,90074000,0.24852645567372877,2.759136439746528e-09,-1
2007-07-01,Sony Interactive Entertainment,SONY,1.897314772227966,1.9521420988254232,1.815073695762288,1.9023646375912424,94082000,0.13706840306313528,1.4569035847785472e-09,1
2007-08-01,Sony Interactive Entertainment,SONY,1.8699010223597454,1.890822015275282,1.5820575140776407,1.723454249779152,139830000,0.3087645011976412,2.2081420381723607e-09,-1
2007-09-01,Sony Interactive Entertainment,SONY,1.7440145617294347,1.7999239286977116,1.6426560659849998,1.7335541516608046,78629000,0.15726786271271176,2.000125433525948e-09,-1
2007-10-01,Sony Interactive Entertainment,SONY,1.7386040166633756,1.8497013913747171,1.6076675189736298,1.7840529735630224,108874500,0.2420338724010873,2.2230538133455244e-09,1
2007-11-01,Sony Interactive Entertainment,SONY,1.8107451905259881,2.0040838135795194,1.6765624005686859,1.9467313811614402,101608500,0.3275214130108335,3.223366283439215e-09,1
2007-12-01,Sony Interactive Entertainment,SONY,1.962241827748446,2.0470078368957623,1.8976754513896887,1.958634684442655,80701000,0.14933238550607353,1.8504403353870897e-09,-1
2008-01-01,Sony Interactive Entertainment,SONY,1.958634684442655,2.06287879311257,1.642295385921511,1.7133545197740108,166912500,0.4205834071910588,2.5197837620972593e-09,-1
2008-02-01,Sony Interactive Entertainment,SONY,1.6437382780519774,1.8035310734463275,1.5412975700602114,1.702894109705381,136625500,0.26223350338611606,1.9193598807405357e-09,1
2008-03-01,Sony Interactive Entertainment,SONY,1.6765624005686859,1.7126331596470332,1.439578480100367,1.445349791258347,117068000,0.2730546795466662,2.3324450707850667e-09,-1
2008-04-01,Sony Interactive Entertainment,SONY,1.4814203782798305,1.6733161079404235,1.425510925283121,1.6516737556193215,91112500,0.24780518265730245,2.7197715204533125e-09,1
2008-05-01,Sony Interactive Entertainment,SONY,1.6599700853070196,1.8327482227302259,1.6069461588466523,1.8175986284439263,86817500,0.2258020638835736,2.600881894590072e-09,1
2008-06-01,Sony Interactive Entertainment,SONY,1.867376089678107,1.8886577617553668,1.5550044448139686,1.577729009202048,105801000,0.3336533169413982,3.1535932263532314e-09,-1
2008-07-01,Sony Interactive Entertainment,SONY,1.5510367918783752,1.5744825445169204,1.3418271289241945,1.3587802963062146,109820000,0.23265541559272584,2.1185158950348374e-09,-1
2008-08-01,Sony Interactive Entertainment,SONY,1.363469481245296,1.4482354038231213,1.331005952763644,1.3778977159456776,62565500,0.11722945105947735,1.8737075714167927e-09,1
2008-09-01,Sony Interactive Entertainment,SONY,1.353730431303644,1.3894403382616383,1.0716581479707343,1.1135000461501976,113258500,0.31778219029090393,2.8058131644945316e-09,-1
2008-10-01,Sony Interactive Entertainment,SONY,1.0965468789485309,1.1052038026712852,0.6896702612042088,0.8382812001941664,275882000,0.41553354146707633,1.5062002648490165e-09,-1
2008-11-01,Sony Interactive Entertainment,SONY,0.8429703851332485,0.9198008303240818,0.6543210772337428,0.6990486310823728,157270500,0.265479753090339,1.6880454572875333e-09,-1
2008-12-01,Sony Interactive Entertainment,SONY,0.6878667317539404,0.7895858648181777,0.6525175479638275,0.7888645045108473,160793500,0.13706831685435017,8.524493642737434e-10,1
2009-01-01,Sony Interactive Entertainment,SONY,0.786339572189915,0.8772374859892089,0.6788490850436582,0.693277362848432,217191500,0.19838840094555077,9.134261743463753e-10,-1
2009-02-01,Sony Interactive Entertainment,SONY,0.693277362848432,0.7625329674310167,0.5641445235614264,0.5973294980181355,193267000,0.19838844386959031,1.0264993189193723e-09,-1
2009-03-01,Sony Interactive Entertainment,SONY,0.6081506741786863,0.828542150432867,0.585065472651158,0.7441369079185309,247567000,0.243476677781709,9.834779182270213e-10,1
2009-04-01,Sony Interactive Entertainment,SONY,0.7755183960293642,0.9717425443567654,0.7672221523700987,0.9327862587420761,191758500,0.20452039198666672,1.0665518972388014e-09,1
2009-05-01,Sony Interactive Entertainment,SONY,0.9381968898365676,1.013223762653093,0.9115045866648163,0.9461323674039123,135766000,0.10171917598827684,7.492242239461783e-10,1
2009-06-01,Sony Interactive Entertainment,SONY,0.9710210983817089,1.0179129474118218,0.9086189741000423,0.9327862587420761,101348500,0.10929397331177948,1.0783975422604132e-09,-1
2009-07-01,Sony Interactive Entertainment,SONY,0.9367539975257484,1.017552267348333,0.851266628792514,1.0085345777140111,122579500,0.16628563855581902,1.3565534086516833e-09,1
2009-08-01,Sony Interactive Entertainment,SONY,1.01899507363072,1.0460480570463133,0.9400003761824433,0.9645284270967511,91201000,0.10604768086387006,1.1627907683454136e-09,-1
2009-09-01,Sony Interactive Entertainment,SONY,0.9594785620941807,1.0875292751622878,0.9371147636176692,1.0532621744866806,98382000,0.1504145115446186,1.5288824332156147e-09,1
2009-10-01,Sony Interactive Entertainment,SONY,1.0352267948573302,1.1116965598043218,0.9605606883130788,1.060115525835127,134397000,0.15113587149124297,1.1245479548743125e-09,1
2009-11-01,Sony Interactive Entertainment,SONY,1.0460480570463133,1.064444030530367,0.9468538135593219,0.9627248547224434,87388000,0.11759021697104521,1.3456105754914316e-09,-1
2009-12-01,Sony Interactive Entertainment,SONY,0.9775138555147457,1.0669689630316523,0.9652498732521608,1.0460480570463133,70454500,0.10171908977949151,1.443755754131979e-09,1
2010-01-01,Sony Interactive Entertainment,SONY,1.0648047105938558,1.2621110713489403,1.0640833504668783,1.1986267348199433,100627000,0.198027720882062,1.9679382360803957e-09,1
2010-02-01,Sony Interactive Entertainment,SONY,1.226401164390946,1.283753423670042,1.1881662389032344,1.2303689031746181,91892500,0.09558718476680772,1.0402065975657177e-09,1
2010-03-01,Sony Interactive Entertainment,SONY,1.2408293990913275,1.4590566660121043,1.2408293990913275,1.3822262208212708,105229500,0.21822726692077676,2.073822140376765e-09,1
2010-04-01,Sony Interactive Entertainment,SONY,1.3883582120427398,1.3948509693561297,1.2321723895204941,1.2343366419582906,92513500,0.1626785798356356,1.7584307137405417e-09,-1
2010-05-01,Sony Interactive Entertainment,SONY,1.236861574459576,1.2516505752518783,1.0767080129733049,1.1102537535219348,154926000,0.1749425622785734,1.1292007944345907e-09,-1
2010-06-01,Sony Interactive Entertainment,SONY,1.0990718114498161,1.1163857447434036,0.9587571159387711,0.9623641746589546,159927000,0.15762862880463246,9.85628623088237e-10,-1
2010-07-01,Sony Interactive Entertainment,SONY,0.9457716873404235,1.1575062827958895,0.9324255786785873,1.1261247946850563,148453000,0.2250807041173022,1.5161748440065353e-09,1
2010-08-01,Sony Interactive Entertainment,SONY,1.152456331764887,1.1611133415160733,1.0049275189938274,1.0096167039329094,93993500,0.1561858225222459,1.6616662058785542e-09,-1
2010-09-01,Sony Interactive Entertainment,SONY,1.0226021323509038,1.1409137956577116,1.022241452287415,1.1153036185245053,83169500,0.11867234337029653,1.4268733534564537e-09,1
2010-10-01,Sony Interactive Entertainment,SONY,1.110975113648912,1.2357795342691098,1.0904148877270619,1.2206298532329658,95029000,0.14536464654204795,1.529687216976375e-09,1
2010-11-01,Sony Interactive Entertainment,SONY,1.1878055588397456,1.2862783559909743,1.167606012801031,1.2797856848863698,96123500,0.11867234318994324,1.2345820032556372e-09,1
2010-12-01,Sony Interactive Entertainment,SONY,1.3061172219662003,1.3302845067885873,1.2649966839137143,1.2880819283652822,68721000,0.065287822874873,9.500418049049491e-10,-1
2011-01-01,Sony Interactive Entertainment,SONY,1.3046744156838133,1.3162169519713414,1.2285653308003104,1.2386651468338838,77527500,0.08765162117103098,1.1305874840673435e-09,-1
2011-02-01,Sony Interactive Entertainment,SONY,1.2484041965951835,1.333530885264929,1.24407569171959,1.3288417005062003,81765000,0.08945519354533893,1.0940523884955535e-09,1
2011-03-01,Sony Interactive Entertainment,SONY,1.3245131956306069,1.327759574287302,1.0442444846720054,1.1481279129177258,154794500,0.2835150896152967,1.8315579017038506e-09,-1
2011-04-01,Sony Interactive Entertainment,SONY,1.147767147006158,1.1575062827958895,1.0045668389303388,1.0211593260685166,124721000,0.1529394438655507,1.2262525466084356e-09,-1
2011-05-01,Sony Interactive Entertainment,SONY,1.0348661147938416,1.049655115766497,0.934229065024463,0.9645284270967511,116461000,0.11542605074203405,9.911133404490262e-10,-1
2011-06-01,Sony Interactive Entertainment,SONY,0.9688569317919913,0.9688569317919913,0.8732697472055365,0.9519036785618924,112094500,0.09558718458645477,8.527375079638588e-10,-1
2011-07-01,Sony Interactive Entertainment,SONY,0.9529858047807908,0.9854494191105225,0.8992406042218785,0.9053725954433474,84012000,0.08620881488864407,1.0261488226520506e-09,-1
2011-08-01,Sony Interactive Entertainment,SONY,0.913668839102613,0.9219650827618784,0.7264622943811017,0.7917501170756214,193089500,0.19550278838077673,1.0124982890357928e-09,-1
2011-09-01,Sony Interactive Entertainment,SONY,0.7960786219512145,0.8014891670172739,0.6633387239440252,0.6853417992526553,111017000,0.13815044307324875,1.244408001236286e-09,-1
2011-10-01,Sony Interactive Entertainment,SONY,0.6784884049801695,0.8112283029873586,0.6528782280273162,0.7564008901811157,137224000,0.1583500749600424,1.1539532076024775e-09,1
2011-11-01,Sony Interactive Entertainment,SONY,0.7141983119381636,0.7250194880987145,0.5829012633177542,0.6510746985770479,158658000,0.14211822478096037,8.95752024990611e-10,-1
2011-12-01,Sony Interactive Entertainment,SONY,0.6485497660757626,0.6712742446157627,0.6012972799062005,0.6507140185135593,127412000,0.06997696470956216,5.492180070131712e-10,1
2012-01-01,Sony Interactive Entertainment,SONY,0.6593709422363134,0.6763241525423729,0.6041828924709745,0.6572067327225565,103613000,0.07214126007139843,6.962568410469577e-10,-1
2012-02-01,Sony Interactive Entertainment,SONY,0.6514354217449292,0.8061783519563559,0.6077899511911581,0.7715505712172598,174807500,0.19838840076519781,1.1348963904020012e-09,1
2012-03-01,Sony Interactive Entertainment,SONY,0.7751576299374433,0.7953571757958049,0.7217731094420197,0.7491867727407483,150135000,0.07358406635378523,4.901193349571068e-10,-1
2012-04-01,Sony Interactive Entertainment,SONY,0.7416119754172457,0.751351025178545,0.5810976909434463,0.5847047925876694,203153500,0.1702533342350987,8.380526756127691e-10,-1
2012-05-01,Sony Interactive Entertainment,SONY,0.571719363989322,0.5796548846610592,0.46783597866764115,0.4775750286092937,222909500,0.11181890599341804,5.016336495008873e-10,-1
2012-06-01,Sony Interactive Entertainment,SONY,0.4599004150718643,0.5219419022140819,0.45557195330066375,0.5136456587351694,172838500,0.06636994891341813,3.8399979699788027e-10,1
2012-07-01,Sony Interactive Entertainment,SONY,0.5114814062973728,0.5161705912364547,0.40435168524303666,0.4382580629311157,146201500,0.11181890599341804,7.648273512475456e-10,-1
2012-08-01,Sony Interactive Entertainment,SONY,0.43681521354433617,0.44727570964139823,0.39353046615844633,0.40795874396322024,201915000,0.0537452434829519,2.661775672087358e-10,-1
2012-09-01,Sony Interactive Entertainment,SONY,0.40868014701423716,0.49056045720764113,0.39749824786615806,0.4220262556760733,229975000,0.09306220934148307,4.04662286515852e-10,1
2012-10-01,Sony Interactive Entertainment,SONY,0.42779756683405357,0.44727570964139823,0.40759802079533886,0.423469105062853,152085000,0.03967768884605938,2.608915333271485e-10,-1
2012-11-01,Sony Interactive Entertainment,SONY,0.42166557561258466,0.43176534854176546,0.3459172568210028,0.35132784481110163,297971500,0.08584809172076263,2.881083986916958e-10,-1
2012-12-01,Sony Interactive Entertainment,SONY,0.3506064417600846,0.40759802079533886,0.34519585358963273,0.40399096225550846,220829500,0.06240216720570613,2.8258075667293605e-10,1
2013-01-01,Sony Interactive Entertainment,SONY,0.4133693319533191,0.5587339355713276,0.3819878869468784,0.5388950695961016,545767000,0.17674604862444915,3.238489110269568e-10,1
2013-02-01,Sony Interactive Entertainment,SONY,0.530598825936836,0.5746050196584886,0.49597104519774005,0.5259096409977542,352818000,0.0786339744607486,2.2287404401348174e-10,-1
2013-03-01,Sony Interactive Entertainment,SONY,0.5403379188025281,0.6514354217449292,0.5356487340437993,0.627628816986031,388887000,0.11578668770112988,2.977386431048862e-10,1
2013-04-01,Sony Interactive Entertainment,SONY,0.6085113971662146,0.6315965986937429,0.5803762877120762,0.5926403130790535,300824500,0.051220310981666684,1.702664210583469e-10,-1
2013-05-01,Sony Interactive Entertainment,SONY,0.5868690021014265,0.8433311512251693,0.5843440696001412,0.7268230604730225,835493500,0.25898708162502815,3.0998096529180436e-10,1
